X,y,std_dev
36250,271.3,174.35541287840763
36300,240.6,154.87749997982277
36350,196.6,142.18452799091747
36400,198.8,155.54086279817275
36450,229.1,164.31704111260035
36500,251.1,169.23442321230038
36550,278.9,184.01817844984774
36600,249.9,172.2564657712447
36650,242.2,161.58700442795515
36700,246.6,151.30974852929998
36750,240.3,148.99869126942022
36800,222.6,142.59326772326946
36850,226.0,134.1379886534758
36900,247.6,158.93155759634396
36950,259.7,160.8639487268667
37000,278.5,179.73828195462423
37050,241.6,163.17181129104375
37100,239.2,173.65241144308936
37150,235.8,154.5307736342506
37200,224.9,157.80205955563446
37250,198.7,126.99452744114606
37300,189.9,126.67789862481932
37350,190.0,126.71542921049512
37400,182.4,109.18809458910802
37450,190.8,126.47434522463439
37500,192.7,124.86957195409936
37550,196.7,127.77718888753188
37600,198.3,127.36722498350979
37650,249.9,157.34449466060133
37700,255.7,173.18547860603096
37750,266.7,172.77849981985605
37800,219.4,150.25857712623264
37850,258.9,151.6874747630799
37900,289.3,143.99170114975377
37950,285.0,147.16793128939472
38000,254.8,156.11008936004106
38050,192.9,128.66036685786344
38100,220.2,154.51588915059835
38150,215.5,152.21711467505878
38200,219.6,150.89546050163335
38250,222.6,142.41011200051773
38300,221.6,138.01101405322692
38350,216.5,117.53659004752521
38400,203.7,125.64398115309781
38450,210.9,132.19943267654367
38500,204.8,127.85053773840765
38550,206.9,125.42284480906979
38600,277.9,162.34558817534895
38650,260.1,165.80557891699542
38700,265.2,169.08743300434838
38750,251.9,158.72772284638873
38800,247.4,152.29458296341338
38850,248.0,152.37191342238899
38900,254.3,153.95716936862667
38950,251.7,152.96015821121526
39000,288.2,162.41046764294472
39050,211.6,129.5308457472582
39100,243.6,158.38068064003258
39150,255.1,166.41901934574665
39200,271.1,178.8666821965455
39250,278.7,184.03208959309245
39300,240.8,173.31866604610136
39350,276.7,185.7767746517309
39400,232.2,163.18688672807016
39450,222.0,150.42273764295078
39500,210.9,137.15279800281144
39550,235.7,158.20180150680966
39600,273.7,179.8633092100776
39650,231.1,160.29563312829205
39700,247.4,156.58109719886372
39750,246.1,155.81235509419656
39800,235.7,141.9225493006661
39850,225.1,127.04601528580106
39900,229.9,134.80166912913208
39950,202.7,117.09487606210615
40000,204.7,120.71540912410478
40050,267.5,144.9249805934091
40100,247.3,155.98400559031685
40150,243.0,153.5037458826331
40200,188.3,117.8584320275813
40250,208.5,149.80470620110705
40300,208.6,149.8940959477724
40350,242.4,148.55719437307638
40400,259.6,160.14755695919936
40450,257.2,159.0583540717054
40500,247.1,148.08271337330362
40550,265.4,166.81618626500247
40600,256.5,162.21482669595898
40650,240.4,144.87801765623382
40700,255.3,156.81074580525407
40750,288.4,165.03466302568077
40800,191.7,138.2823560690228
40850,163.1,118.5119825165371
40900,128.5,41.03717826556792
40950,169.0,118.37398362816046
41000,249.4,155.0388338449435
41050,247.2,147.94647680833768
41100,288.3,162.36689933604077
41150,220.8,145.75788143356093
41200,193.3,140.06716246144205
41250,217.9,145.26214234961566
41300,249.6,154.81227341525607
41350,257.9,149.3301376146155
41400,258.2,147.4162813260462
41450,254.1,143.40812389819484
41500,278.1,140.283605599514
41550,255.8,148.34068895619973
41600,245.8,164.7864072064198
41650,210.7,148.695695969991
41700,246.8,169.52392161580028
41750,174.1,104.91753904853087
41800,163.0,74.27920301134093
41850,155.8,59.665400359002035
41900,210.5,126.38136729755696
41950,232.5,151.79344518127257
42000,205.3,129.41564820376243
42050,183.7,95.982342126039
42100,172.5,86.7839270833027
42150,223.4,148.9001007387168
42200,214.9,136.87034010332553
42250,221.3,135.93531549968907
42300,251.6,146.9423016016831
42350,203.8,114.45680407909352
42400,193.6,121.88043321222646
42450,188.5,109.3583558764487
42500,188.9,114.12664018536603
42550,225.5,145.20485529072366
42600,268.2,164.6662078266212
42650,245.9,168.55708231931402
42700,281.7,170.60307734621904
42750,258.1,147.96921977222155
42800,204.3,87.68700017676508
42850,216.1,110.53004116528682
42900,227.4,131.45128375181432
42950,199.4,90.70082689810496
43000,240.5,118.5489350437194
43050,233.1,112.37121517541759
43100,200.0,114.31710283242836
43150,178.6,98.28855477623017
43200,186.6,82.22675963456179
43250,203.4,118.53961363189944
43300,192.7,87.47576807322127
43350,194.9,97.54737310660909
43400,187.7,80.20230669999461
43450,162.9,59.50873885405403
43500,150.7,45.11551839445048
43550,187.1,92.4991351310919
43600,195.4,80.58064283685009
43650,245.5,121.90918751267273
43700,258.7,136.02429929979422
43750,263.5,140.8383825524846
43800,263.2,132.8742262442194
43850,231.3,109.4632815148532
43900,219.0,90.76783571287794
43950,210.9,76.07161099911058
44000,242.0,107.24085042557243
44050,243.5,139.81720208901334
44100,239.8,127.44551777132064
44150,187.0,68.76627080189823
44200,198.7,88.65782537373676
44250,224.1,143.2225191790732
44300,210.1,102.1101855840053
44350,209.3,93.9117138593477
44400,208.3,98.48558270122587
44450,205.7,97.17412206961275
44500,200.3,119.84911347189849
44550,207.0,111.49977578452793
44600,245.0,133.59341301127088
44650,283.2,157.49336493960627
44700,273.9,146.85806072531395
44750,263.2,136.48575017195017
44800,256.0,117.93303184434801
44850,254.5,137.54290239776097
44900,252.3,126.5575363224174
44950,254.4,124.23622660077856
45000,267.6,119.97599759951989
45050,263.8,125.16932531574979
45100,230.8,126.1021807900244
45150,204.9,116.90718540791238
45200,200.2,101.5891726514199
45250,216.2,89.96977270172466
45300,207.8,86.59191648185181
45350,203.5,79.52641070738702
45400,207.1,81.95541470824243
45450,213.5,83.48562750557727
45500,216.3,121.86718180051591
45550,196.0,82.70066505173945
45600,174.9,49.09877798886649
45650,244.6,98.05834997591995
